Title,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes
"The Goods: Live Hard, Sell Hard",14-Aug-09,R,89,Paramount Vantage,Original Screenplay,Comedy,Contemporary Fiction,Neal Brennan,26,,
The Greatest Game Ever Played,30-Sep-05,PG,,Walt Disney Pictures,Based on Book/Short Story,Drama,Dramatization,Bill Paxton,62,7.3,7876
The Ghost Writer,19-Feb-10,PG-13,,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Roman Polanski,84,7.6,22875
Joheunnom nabbeunnom isanghannom,23-Apr-10,,,,Original Screenplay,Action,Historical Fiction,,,7.4,5548
The Beach,11-Feb-00,R,119,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,19,4.5,229
The Box,6-Nov-09,PG-13,,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Fantasy,Richard Kelly,45,6.8,418
The Wild Thornberrys,20-Dec-02,PG,85,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,6.7,1104
Bug,25-May-07,R,,Lionsgate,Based on Play,Drama,Contemporary Fiction,William Friedkin,,6,14164
They,27-Nov-02,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,37,4.6,6550
The Eye,1-Feb-08,PG-13,,Lionsgate,Remake,Thriller/Suspense,Fantasy,,22,5.3,17304
The Fog,14-Oct-05,PG-13,101,Sony Pictures,Remake,Horror,Contemporary Fiction,Rupert Wainwright,5,3.3,15760
The Thin Red Line,23-Dec-98,R,166,20th Century Fox,Based on Book/Short Story,Drama,Dramatization,Terrence Malick,78,7.5,60966
Thirteen Days,25-Dec-00,PG-13,145,New Line,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,82,7.3,23578
The Kid,7-Jul-00,PG,104,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jon Turteltaub,49,5.9,14927
The Man,9-Sep-05,PG-13,,New Line,Original Screenplay,Comedy,Contemporary Fiction,Les Mayfield,11,5.4,9356
House on Haunted Hill,29-Oct-99,R,96,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,William Malone,25,5.2,22795
The One,2-Nov-01,PG-13,87,Sony Pictures,Original Screenplay,Action,Science Fiction,James Wong,13,5.6,24416
Gwoemul,9-Mar-07,R,,Magnolia Pictures,Original Screenplay,Action,Science Fiction,,,7.1,26783
Thr3e,5-Jan-07,PG-13,,The Bigger Picture,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,5,5,2825
Three to Tango,22-Oct-99,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,28,5.8,11148
The Thirteenth Floor,28-May-99,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,,28,6.7,19939
The 13th Warrior,27-Aug-99,R,103,Walt Disney Pictures,Based on Book/Short Story,Action,Fantasy,John McTiernan,33,6.3,36151
The Tuxedo,27-Sep-02,PG-13,99,Dreamworks SKG,Original Screenplay,Action,Science Fiction,,22,5,19370
The Tigger Movie,11-Feb-00,G,77,Walt Disney Pictures,Spin-Off,Adventure,Kids Fiction,,61,6,2986
Timeline,26-Nov-03,PG-13,,Paramount Pictures,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,11,5.3,19318
The Adventures of Tintin: Secret of the Unicorn,23-Dec-11,,,Paramount Pictures,Based on Comic/Graphic Novel,Adventure,Contemporary Fiction,Steven Spielberg,,,
Thirteen,20-Aug-03,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Catherine Hardwicke,,7,31482
Titan A.E.,16-Jun-00,PG,95,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Don Bluth,51,6.4,22286
Titanic,19-Dec-97,PG-13,194,Paramount Pictures,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,82,7.4,240732
The Kids Are All Right,9-Jul-10,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,,96,7.8,3093
The League of Extraordinary Gentlemen,11-Jul-03,PG-13,110,20th Century Fox,Based on Comic/Graphic Novel,Adventure,Super Hero,Stephen Norrington,17,5.5,50710
The Time Machine,8-Mar-02,PG-13,96,Dreamworks SKG,Based on Book/Short Story,Adventure,Science Fiction,,28,5.6,32465
Tomcats,30-Mar-01,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,15,4.9,9505
The Mist,21-Nov-07,R,127,MGM,Based on Book/Short Story,Horror,Science Fiction,Frank Darabont,73,7.4,76830
TMNT,23-Mar-07,PG,88,Warner Bros.,Based on Comic/Graphic Novel,Action,Science Fiction,,,6.6,26178
Tomorrow Never Dies,19-Dec-97,PG-13,119,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Roger Spottiswoode,55,6.4,46650
The Royal Tenenbaums,14-Dec-01,R,110,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Wes Anderson,79,7.6,82349
Lara Croft: Tomb Raider: The Cradle of Life,25-Jul-03,PG-13,117,Paramount Pictures,Based on Game,Adventure,Contemporary Fiction,Jan De Bont,,5.2,32832
Lara Croft: Tomb Raider,15-Jun-01,PG-13,101,Paramount Pictures,Based on Game,Adventure,Contemporary Fiction,Simon West,,5.4,55582
The Day After Tomorrow,28-May-04,PG-13,124,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Roland Emmerich,46,6.3,92241
Topsy Turvy,17-Dec-99,R,,USA Films,Based on Real Life Events,Musical,Dramatization,Mike Leigh,,7.1,6215
Torque,16-Jan-04,PG-13,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,23,3.5,12986
The Others,10-Aug-01,PG-13,104,Miramax,Original Screenplay,Horror,Historical Fiction,,84,7.8,86091
The Town,17-Sep-10,R,123,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,84,8.7,493
Toy Story 2,19-Nov-99,G,92,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8,119357
Toy Story 3,18-Jun-10,G,102,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,99,8.9,67380
The Taking of Pelham 123,12-Jun-09,R,106,Sony Pictures,Remake,Action,Contemporary Fiction,Tony Scott,,6.5,33452
Treasure Planet,27-Nov-02,PG,96,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,69,6.6,12099
Traffic,27-Dec-00,R,147,USA Films,Based on TV,Drama,Contemporary Fiction,Steven Soderbergh,91,7.8,85759
Thomas and the Magic Railroad,26-Jul-00,G,,Destination Films,Based on Book/Short Story,Adventure,Fantasy,,19,2.7,1613
Training Day,5-Oct-01,R,122,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Antoine Fuqua,72,7.6,82057
Traitor,27-Aug-08,PG-13,113,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,61,7.1,22468
Trapped,20-Sep-02,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,18,6,10685
The Ring,18-Oct-02,PG-13,115,Dreamworks SKG,Remake,Horror,Contemporary Fiction,Gore Verbinski,71,5.5,589
Trippin',12-May-99,R,,October Films,Original Screenplay,Comedy,Contemporary Fiction,,8,4.6,673
Star Trek,8-May-09,PG-13,,Paramount Pictures,Based on TV,Adventure,Science Fiction,J.J. Abrams,94,8.2,134187
The Terminal,18-Jun-04,PG-13,128,Dreamworks SKG,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,60,7.1,79803
Transamerica,2-Dec-05,R,,Weinstein Co.,Original Screenplay,Drama,Contemporary Fiction,,76,7.6,19343
The Transporter 2,2-Sep-05,PG-13,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Louis Leterrier,,6.6,51005
The Transporter,11-Oct-02,PG-13,92,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Corey Yuen,53,6.6,51005
The Road,25-Nov-09,R,,Weinstein Co.,Based on Book/Short Story,Drama,Science Fiction,,75,7.5,39124
Tropic Thunder,13-Aug-08,R,106,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,83,7.2,104839
Troy,14-May-04,R,163,Warner Bros.,Based on Book/Short Story,Action,Historical Fiction,Wolfgang Petersen,54,7,129575
xXx,9-Aug-02,PG-13,124,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Rob Cohen,48,5.5,52636
Ta Ra Rum Pum,27-Apr-07,Not Rated,,Yash Raj Films,Original Screenplay,Comedy,Contemporary Fiction,,67,5.1,1051
The Truman Show,5-Jun-98,PG,102,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Peter Weir,95,8,156346
Trust the Man,18-Aug-06,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,27,5.8,5262
Where the Truth Lies,14-Oct-05,Not Rated,,ThinkFilm,Based on Book/Short Story,Drama,,Atom Egoyan,41,6.6,8951
Tarzan,16-Jun-99,G,88,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Kevin Lima,88,6.9,26871
The Secret in Their Eyes,16-Apr-10,R,,Sony Pictures Classics,,Drama,,,,,
Tsotsi,24-Feb-06,R,,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Gavin Hood,,7.4,13167
Teacher's Pet: The Movie,16-Jan-04,PG,,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,,,
The Time Traveler's Wife,14-Aug-09,PG-13,,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,,37,7.1,23908
The Touch,31-Mar-04,PG-13,,Miramax,,,,,,4.5,1031
Tuck Everlasting,11-Oct-02,PG,,Walt Disney Pictures,Based on Book/Short Story,Drama,Kids Fiction,Jay Russell,61,6.5,6639
Thumbsucker,16-Sep-05,R,,Sony Pictures Classics,Based on Book/Short Story,Comedy,Contemporary Fiction,,70,6.7,12109
Turbulence,10-Jan-97,R,,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,17,4.5,5147
Turistas,1-Dec-06,R,89,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,6.9,83
The Wash,14-Nov-01,R,,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,,8,3.6,3095
Two Girls and a Guy,24-Apr-98,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,James Toback,,5.6,3722
The Wild,14-Apr-06,G,,Walt Disney Pictures,Original Screenplay,Adventure,Contemporary Fiction,,19,5.4,8498
Twilight,6-Mar-98,R,,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,60,6.1,4840
Twisted,27-Feb-04,R,97,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Philip Kaufman,2,4.8,83
The Twilight Saga: New Moon,20-Nov-09,PG-13,130,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Chris Weitz,28,,
The Twilight Saga: Eclipse,30-Jun-10,PG-13,124,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,David Slade,51,,
Twilight,21-Nov-08,PG-13,120,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Catherine Hardwicke,50,6.1,4840
Town & Country,27-Apr-01,R,,New Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,13,4.4,2889
200 Cigarettes,26-Feb-99,R,,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,30,5.4,8645
The Texas Chainsaw Massacre: The Beginning,6-Oct-06,R,90,New Line,Remake,Horror,Historical Fiction,,,5.8,20196
The Texas Chainsaw Massacre,17-Oct-03,R,98,New Line,Remake,Horror,Historical Fiction,,36,6.1,39172
Texas Rangers,30-Nov-01,PG-13,,Miramax,Based on Book/Short Story,Western,Historical Fiction,Steve Miner,,5,2645
Tom yum goong,8-Sep-06,R,82,Weinstein Co.,Original Screenplay,Action,Contemporary Fiction,,,6.9,13929
Thank You For Smoking,17-Mar-06,R,,Fox Searchlight,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Jason Reitman,,7.8,65340
U2 3D,23-Jan-08,G,85,National Geographic Entertainment,Based on Real Life Events,Concert/Performance,Factual,Catherine Owens,,8.3,2090
U-571,21-Apr-00,PG-13,116,Universal,Original Screenplay,Action,Historical Fiction,Jonathan Mostow,68,6.4,32528
Undercover Brother,31-May-02,PG-13,86,Universal,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,76,5.7,14237
Underclassman,2-Sep-05,PG-13,,Miramax,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,3.3,3249
Dodgeball: A True Underdog Story,18-Jun-04,PG-13,92,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,,6.6,65329
The Ugly Truth,24-Jul-09,R,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Robert Luketic,14,6.4,27888
Ultraviolet,3-Mar-06,PG-13,,Sony/Screen Gems,Original Screenplay,Action,Science Fiction,,9,4,28547
Unaccompanied Minors,8-Dec-06,PG,87,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,,3.7,4133
Unbreakable,22-Nov-00,PG-13,107,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Super Hero,M. Night Shyamalan,68,7.3,97324
The Unborn,9-Jan-09,PG-13,,Universal,Original Screenplay,Horror,Fantasy,David Goyer,11,4.5,15331
Undead,1-Jul-05,R,,Lionsgate,Original Screenplay,Horror,,,,5.6,6957
Underworld,19-Sep-03,R,121,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Len Wiseman,30,6.7,65690
Undiscovered,26-Aug-05,PG-13,,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,,8,3.7,1981
Undisputed,23-Aug-02,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,Walter Hill,49,5.8,6837
Underworld: Evolution,20-Jan-06,R,,Sony/Screen Gems,Original Screenplay,Action,Fantasy,Len Wiseman,15,6.6,48551
An Unfinished Life,9-Sep-05,PG-13,,Miramax,Original Screenplay,Drama,Contemporary Fiction,Lasse Hallstrom,53,7.1,11770
Unfaithful,8-May-02,R,123,20th Century Fox,Remake,Drama,Contemporary Fiction,Adrian Lyne,48,6.6,23998
Universal Soldier II: The Return,20-Aug-99,R,,Sony Pictures,Original Screenplay,Action,Science Fiction,,,3.4,10233
,3-Nov-06,Not Rated,85,IFC Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,39,6.6,11986
Danny the Dog,13-May-05,R,,Focus/Rogue Pictures,Original Screenplay,Action,Contemporary Fiction,Louis Leterrier,,7.1,36119
Untraceable,25-Jan-08,R,,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,15,6.1,21922
Up,29-May-09,PG,96,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Pete Docter,98,8.4,110491
Up in the Air,4-Dec-09,R,,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Jason Reitman,90,,
The Upside of Anger,11-Mar-05,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,Mike Binder,,7,12317
Urban Legend,25-Sep-98,R,100,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,21,5.2,19113
Urban Legends: Final Cut,22-Sep-00,R,98,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,9,3.7,7609
Urbania,15-Sep-00,R,,Lionsgate,Based on Play,Drama,Contemporary Fiction,,73,6.7,2218
Valkyrie,25-Dec-08,PG-13,120,United Artists,Based on Real Life Events,Thriller/Suspense,Dramatization,Bryan Singer,61,7.3,54343
Valiant,19-Aug-05,G,,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,30,5.6,7158
Valentine,2-Feb-01,R,96,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,,9,4.3,11435
Cirque du Freak: The Vampire's Assistant,23-Oct-09,PG-13,,Universal,Based on Book/Short Story,Action,Fantasy,Paul Weitz,37,6.1,9539
The Legend of Bagger Vance,3-Nov-00,PG-13,126,Dreamworks SKG,Based on Book/Short Story,Drama,Historical Fiction,Robert Redford,43,6.4,21995
Raising Victor Vargas,28-Mar-03,R,,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Peter Sollett,,7.1,3719
In the Valley of Elah,14-Sep-07,R,120,Warner Bros.,Based on Real Life Events,Drama,Dramatization,Paul Haggis,73,7.4,27529
Venom,16-Sep-05,R,,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,10,4.6,4220
Venus,21-Dec-06,R,95,Miramax,Original Screenplay,Drama,Contemporary Fiction,,89,,
Vanity Fair,1-Sep-04,PG-13,,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Mira Nair,50,6.2,9343
V for Vendetta,17-Mar-06,R,,Warner Bros.,Based on Comic/Graphic Novel,Action,Science Fiction,James McTeigue,73,8.2,224636
The Velocity of Gary,16-Jul-99,R,,Sony Pictures,,,,,,,
Van Helsing,7-May-04,PG-13,132,Universal,Original Screenplay,Action,Historical Fiction,Stephen Sommers,22,5.5,68846
The Village,30-Jul-04,PG-13,108,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,M. Night Shyamalan,42,6.6,88928
The Virgin Suicides,21-Apr-00,R,,Paramount Vantage,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Sofia Coppola,,7.2,49110
Virus,15-Jan-99,R,,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,,9,4.5,10487
The Visitor,11-Apr-08,PG-13,,Overture Films,Original Screenplay,Comedy,Contemporary Fiction,,90,6.8,318
A Very Long Engagement,26-Nov-04,R,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Jean-Pierre Jeunet,,,
Vertical Limit,8-Dec-00,PG-13,124,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Martin Campbell,47,5.6,24294
Vampires,30-Oct-98,R,108,Sony Pictures,Based on Book/Short Story,Horror,Fantasy,John Carpenter,33,6.8,54
Vanilla Sky,14-Dec-01,R,136,Paramount Pictures,Remake,Thriller/Suspense,Contemporary Fiction,Cameron Crowe,39,6.9,87820
Volcano,25-Apr-97,PG-13,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Mick Jackson,42,5.2,21313
Volver,3-Nov-06,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Pedro Almodovar,92,4.4,288
Kurtlar vadisi - Irak,24-Nov-06,,,,Original Screenplay,Action,Contemporary Fiction,,,5.7,7936
The Flintstones in Viva Rock Vegas,28-Apr-00,PG,90,Universal,Based on TV,Comedy,Kids Fiction,Brian Levant,24,3.3,5491
Varsity Blues,15-Jan-99,R,104,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Brian Robbins,39,6,18066
Valentine's Day,12-Feb-10,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,17,5.7,17599
National Lampoon's Van Wilder,5-Apr-02,R,,Artisan,Original Screenplay,Comedy,Contemporary Fiction,,,,
The Wackness,3-Jul-08,R,,Sony Pictures Classics,Original Screenplay,Comedy,Historical Fiction,,69,7.1,13257
Wag the Dog,25-Dec-97,R,120,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Barry Levinson,84,7,36092
Wah-Wah,12-May-06,Not Rated,,IDP/Goldwyn/Roadside,,,,Richard E. Grant,,6.8,1889
Waiting...,7-Oct-05,R,93,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,,30,,
Waking Ned Devine,20-Nov-98,PG,91,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,82,,
WALL-E,27-Jun-08,G,97,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Andrew Stanton,96,8.5,182257
War,24-Aug-07,R,99,Lionsgate,Original Screenplay,Action,Contemporary Fiction,,,6.2,28771
"War, Inc.",23-May-08,R,,First Look,Original Screenplay,Black Comedy,Contemporary Fiction,,29,,
Red Cliff,20-Nov-09,R,131,Magnolia Pictures,Based on Real Life Events,Action,Dramatization,John Woo,,,
The War of the Worlds,29-Jun-05,PG-13,116,Paramount Pictures,Remake,Action,Science Fiction,Steven Spielberg,,7.2,12074
Watchmen,6-Mar-09,R,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Zack Snyder,64,7.8,132250
Water,28-Apr-06,PG-13,,Fox Searchlight,Original Screenplay,Drama,Historical Fiction,Deepa Mehta,,,
Waitress,2-May-07,PG-13,,Fox Searchlight,Original Screenplay,Romantic Comedy,Contemporary Fiction,Adrienne Shelly,89,7.2,20384
The Wendell Baker Story,18-May-07,PG-13,,ThinkFilm,Original Screenplay,Comedy,Contemporary Fiction,Luke Wilson,,5.5,3535
Winter's Bone,11-Jun-10,R,100,Roadside Attractions,,Drama,,,95,8.2,1704
Wonder Boys,23-Feb-00,R,111,Paramount Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Curtis Hanson,81,7.5,31572
Waltz with Bashir,25-Dec-08,R,,Sony Pictures Classics,Based on Real Life Events,Documentary,Factual,,,,
White Chicks,23-Jun-04,PG-13,109,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,15,5,25970
Wolf Creek,25-Dec-05,R,,Weinstein Co.,Based on Real Life Events,Horror,Dramatization,,,6.3,22594
The Wedding Planner,26-Jan-01,PG-13,103,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Adam Shankman,16,4.8,18717
Wonderland,3-Oct-03,R,,Lionsgate,Based on Real Life Events,Drama,Dramatization,,35,6.6,11966
Taking Woodstock,26-Aug-09,R,120,Focus Features,Based on Book/Short Story,Drama,Dramatization,Ang Lee,48,6.8,8778
The Widow of St. Pierre,2-Mar-01,R,,Lionsgate,Based on Real Life Events,Drama,Dramatization,,,,
The Wedding Crashers,15-Jul-05,R,113,New Line,Original Screenplay,Comedy,Contemporary Fiction,David Dobkin,,,
The Wedding Date,4-Feb-05,PG-13,,Universal,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,,10,5.5,12205
Tumbleweeds,24-Nov-99,PG-13,,Fine Line,Based on Real Life Events,Drama,Dramatization,,84,6.4,2152
We Own the Night,12-Oct-07,R,117,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,James Gray,56,7,38163
We Were Soldiers,1-Mar-02,R,138,Paramount Pictures,Based on Book/Short Story,Drama,Dramatization,,62,6.9,42580
The World's Fastest Indian,7-Dec-05,PG-13,,Magnolia Pictures,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,82,7.9,19687
Les herbes folles,25-Jun-10,PG,,Sony Pictures Classics,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,,6.7,915
What a Girl Wants,4-Apr-03,PG,105,Warner Bros.,Remake,Comedy,Contemporary Fiction,Dennie Gordon,34,5.7,12561
Whale Rider,6-Jun-03,PG-13,,Palm Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,90,7.7,21814
Walk Hard: The Dewey Cox Story,21-Dec-07,R,,Sony Pictures,Original Screenplay,Comedy,Historical Fiction,,74,6.7,28032
